,Device Time,Value,Units
1788,2024-12-14 08:26:54,41,mg/dL
1789,2024-12-14 08:21:55,55,mg/dL
1790,2024-12-14 08:16:55,74,mg/dL
1791,2024-12-14 08:11:54,94,mg/dL
1792,2024-12-14 08:06:54,115,mg/dL
1793,2024-12-14 08:01:54,134,mg/dL
1794,2024-12-14 07:56:54,142,mg/dL
1795,2024-12-14 07:51:54,150,mg/dL
1796,2024-12-14 07:46:54,159,mg/dL
1797,2024-12-14 07:41:54,168,mg/dL
1798,2024-12-14 07:36:54,174,mg/dL
1799,2024-12-14 07:31:54,180,mg/dL
1800,2024-12-14 07:26:54,182,mg/dL
1801,2024-12-14 07:21:54,207,mg/dL
1802,2024-12-14 07:16:54,214,mg/dL
1803,2024-12-14 07:11:54,216,mg/dL
1804,2024-12-14 07:06:54,206,mg/dL
1805,2024-12-14 07:01:54,179,mg/dL
1806,2024-12-14 06:56:56,135,mg/dL
1807,2024-12-14 06:51:54,111,mg/dL
1808,2024-12-14 06:46:54,106,mg/dL
1809,2024-12-14 06:41:54,103,mg/dL
1810,2024-12-14 06:36:54,85,mg/dL
1811,2024-12-14 06:31:54,75,mg/dL
1812,2024-12-14 06:26:54,66,mg/dL
1813,2024-12-14 06:21:54,66,mg/dL
1814,2024-12-14 06:16:54,80,mg/dL
1815,2024-12-14 06:11:54,107,mg/dL
1816,2024-12-14 06:06:54,138,mg/dL
1817,2024-12-14 06:01:54,159,mg/dL
1818,2024-12-14 05:56:54,195,mg/dL
1819,2024-12-14 05:51:54,244,mg/dL
1820,2024-12-14 05:46:54,241,mg/dL
1821,2024-12-14 05:41:54,233,mg/dL
1822,2024-12-14 05:36:54,233,mg/dL
1823,2024-12-14 05:31:54,235,mg/dL
1824,2024-12-14 05:26:54,240,mg/dL
1825,2024-12-14 05:21:54,248,mg/dL
1826,2024-12-14 05:16:54,253,mg/dL
1827,2024-12-14 05:11:54,259,mg/dL
1828,2024-12-14 05:06:54,266,mg/dL
1829,2024-12-14 05:01:54,269,mg/dL
1830,2024-12-14 04:56:54,269,mg/dL
1831,2024-12-14 04:51:54,270,mg/dL
1832,2024-12-14 04:46:54,278,mg/dL
1833,2024-12-14 04:41:54,287,mg/dL
1834,2024-12-14 04:36:55,293,mg/dL
1835,2024-12-14 04:31:54,298,mg/dL
1836,2024-12-14 04:26:54,302,mg/dL
1837,2024-12-14 04:21:54,305,mg/dL
1838,2024-12-14 04:16:54,314,mg/dL
1839,2024-12-14 04:11:54,317,mg/dL
1840,2024-12-14 04:06:54,321,mg/dL
1841,2024-12-14 04:01:54,329,mg/dL
1842,2024-12-14 03:56:54,340,mg/dL
1843,2024-12-14 03:51:54,354,mg/dL
1844,2024-12-14 03:46:54,368,mg/dL
1845,2024-12-14 03:41:54,378,mg/dL
1846,2024-12-14 03:36:55,386,mg/dL
1847,2024-12-14 03:31:55,394,mg/dL
1848,2024-12-14 03:26:55,396,mg/dL
1849,2024-12-14 03:21:55,391,mg/dL
1850,2024-12-14 03:16:55,387,mg/dL
1851,2024-12-14 03:11:55,385,mg/dL
1852,2024-12-14 03:06:55,385,mg/dL
1853,2024-12-14 03:01:55,386,mg/dL
1854,2024-12-14 02:56:55,386,mg/dL
1855,2024-12-14 02:51:55,379,mg/dL
1856,2024-12-14 02:46:55,376,mg/dL
1857,2024-12-14 02:41:55,370,mg/dL
1858,2024-12-14 02:36:55,352,mg/dL
1859,2024-12-14 01:31:55,147,mg/dL
1860,2024-12-14 01:26:55,132,mg/dL
1861,2024-12-14 01:21:55,155,mg/dL
1862,2024-12-14 01:16:55,159,mg/dL
1863,2024-12-14 01:11:55,185,mg/dL
1864,2024-12-14 01:06:55,203,mg/dL
1865,2024-12-14 01:01:55,224,mg/dL
1866,2024-12-14 00:56:57,237,mg/dL
1867,2024-12-14 00:51:57,233,mg/dL
1868,2024-12-14 00:46:57,226,mg/dL
1869,2024-12-14 00:41:55,220,mg/dL
1870,2024-12-14 00:36:56,215,mg/dL
1871,2024-12-14 00:31:55,212,mg/dL
1872,2024-12-14 00:26:55,212,mg/dL
1873,2024-12-14 00:21:55,217,mg/dL
1874,2024-12-14 00:16:55,228,mg/dL
1875,2024-12-14 00:11:55,236,mg/dL
1876,2024-12-14 00:06:56,231,mg/dL
1877,2024-12-14 00:01:55,238,mg/dL
1878,2024-12-13 23:56:55,259,mg/dL
1879,2024-12-13 23:51:55,270,mg/dL
1880,2024-12-13 23:46:55,276,mg/dL
1881,2024-12-13 23:41:56,282,mg/dL
1882,2024-12-13 23:36:57,280,mg/dL
1883,2024-12-13 23:31:55,278,mg/dL
1884,2024-12-13 23:26:55,279,mg/dL
1885,2024-12-13 23:21:55,271,mg/dL
1886,2024-12-13 23:16:55,273,mg/dL
1887,2024-12-13 23:11:55,260,mg/dL
1888,2024-12-13 23:06:55,257,mg/dL
1889,2024-12-13 23:01:55,255,mg/dL
1890,2024-12-13 22:56:55,260,mg/dL
1891,2024-12-13 22:51:55,267,mg/dL
1892,2024-12-13 22:46:56,274,mg/dL
1893,2024-12-13 22:41:56,278,mg/dL
1894,2024-12-13 22:36:55,274,mg/dL
1895,2024-12-13 22:31:56,271,mg/dL
1896,2024-12-13 22:26:56,258,mg/dL
1897,2024-12-13 22:21:56,243,mg/dL
1898,2024-12-13 22:16:56,229,mg/dL
1899,2024-12-13 22:11:56,211,mg/dL
1900,2024-12-13 22:06:56,213,mg/dL
1901,2024-12-13 22:01:56,217,mg/dL
1902,2024-12-13 21:56:56,231,mg/dL
1903,2024-12-13 21:51:56,234,mg/dL
1904,2024-12-13 21:46:56,216,mg/dL
1905,2024-12-13 21:41:56,191,mg/dL
1906,2024-12-13 21:36:57,188,mg/dL
1907,2024-12-13 21:31:56,193,mg/dL
1908,2024-12-13 21:26:56,197,mg/dL
1909,2024-12-13 21:21:56,197,mg/dL
1910,2024-12-13 21:16:56,185,mg/dL
1911,2024-12-13 21:11:56,163,mg/dL
1912,2024-12-13 21:06:56,130,mg/dL
1913,2024-12-13 21:01:56,108,mg/dL
1914,2024-12-13 20:56:56,97,mg/dL
1915,2024-12-13 20:51:56,95,mg/dL
1916,2024-12-13 20:46:56,97,mg/dL
1917,2024-12-13 20:41:56,98,mg/dL
1918,2024-12-13 20:36:56,102,mg/dL
1919,2024-12-13 20:31:56,104,mg/dL
1920,2024-12-13 20:26:56,110,mg/dL
1921,2024-12-13 20:21:56,113,mg/dL
1922,2024-12-13 20:16:56,117,mg/dL
1923,2024-12-13 20:11:56,118,mg/dL
1924,2024-12-13 20:06:56,121,mg/dL
1925,2024-12-13 20:01:56,123,mg/dL
1926,2024-12-13 19:56:56,122,mg/dL
1927,2024-12-13 19:51:56,121,mg/dL
1928,2024-12-13 19:46:57,120,mg/dL
1929,2024-12-13 19:41:56,122,mg/dL
1930,2024-12-13 19:36:56,127,mg/dL
1931,2024-12-13 19:31:56,130,mg/dL
1932,2024-12-13 19:26:56,132,mg/dL
1933,2024-12-13 19:21:56,133,mg/dL
1934,2024-12-13 19:16:56,127,mg/dL
1935,2024-12-13 19:11:57,119,mg/dL
1936,2024-12-13 19:06:56,113,mg/dL
1937,2024-12-13 19:01:56,114,mg/dL
1938,2024-12-13 18:56:56,110,mg/dL
1939,2024-12-13 18:51:56,109,mg/dL
1940,2024-12-13 18:46:56,100,mg/dL
1941,2024-12-13 18:41:57,95,mg/dL
1942,2024-12-13 18:36:56,84,mg/dL
1943,2024-12-13 18:31:56,80,mg/dL
1944,2024-12-13 18:26:56,81,mg/dL
1945,2024-12-13 18:21:56,85,mg/dL
1946,2024-12-13 18:16:56,92,mg/dL
1947,2024-12-13 18:11:56,101,mg/dL
1948,2024-12-13 18:06:56,109,mg/dL
1949,2024-12-13 18:01:56,116,mg/dL
1950,2024-12-13 17:56:56,123,mg/dL
1951,2024-12-13 17:51:56,119,mg/dL
1952,2024-12-13 17:46:56,116,mg/dL
1953,2024-12-13 17:41:57,114,mg/dL
1954,2024-12-13 17:36:56,113,mg/dL
1955,2024-12-13 17:31:56,111,mg/dL
1956,2024-12-13 17:26:56,105,mg/dL
1957,2024-12-13 17:21:57,100,mg/dL
1958,2024-12-13 17:16:56,94,mg/dL
1959,2024-12-13 17:11:57,94,mg/dL
1960,2024-12-13 17:07:02,95,mg/dL
1961,2024-12-13 17:01:57,98,mg/dL
1962,2024-12-13 16:56:56,101,mg/dL
1963,2024-12-13 16:51:56,109,mg/dL
1964,2024-12-13 16:46:56,124,mg/dL
1965,2024-12-13 16:41:57,140,mg/dL
1966,2024-12-13 16:36:56,158,mg/dL
1967,2024-12-13 16:31:57,174,mg/dL
1968,2024-12-13 16:26:56,181,mg/dL
1969,2024-12-13 16:21:57,183,mg/dL
1970,2024-12-13 16:16:57,185,mg/dL
1971,2024-12-13 16:11:57,186,mg/dL
1972,2024-12-13 16:06:57,183,mg/dL
1973,2024-12-13 16:01:57,175,mg/dL
1974,2024-12-13 15:56:57,162,mg/dL
1975,2024-12-13 15:51:57,156,mg/dL
1976,2024-12-13 15:46:57,151,mg/dL
1977,2024-12-13 15:41:57,143,mg/dL
1978,2024-12-13 15:36:57,136,mg/dL
1979,2024-12-13 15:31:57,133,mg/dL
1980,2024-12-13 15:26:57,137,mg/dL
1981,2024-12-13 15:21:57,143,mg/dL
1982,2024-12-13 15:16:57,148,mg/dL
1983,2024-12-13 15:11:57,154,mg/dL
1984,2024-12-13 15:06:57,155,mg/dL
1985,2024-12-13 15:01:57,152,mg/dL
1986,2024-12-13 14:56:57,151,mg/dL
1987,2024-12-13 14:51:57,153,mg/dL
1988,2024-12-13 14:46:57,154,mg/dL
1989,2024-12-13 14:41:57,156,mg/dL
1990,2024-12-13 14:36:57,156,mg/dL
1991,2024-12-13 14:31:57,161,mg/dL
1992,2024-12-13 14:26:57,176,mg/dL
1993,2024-12-13 14:21:57,185,mg/dL
1994,2024-12-13 14:16:57,188,mg/dL
1995,2024-12-13 14:11:58,196,mg/dL
1996,2024-12-13 14:06:57,202,mg/dL
1997,2024-12-13 14:01:57,211,mg/dL
1998,2024-12-13 13:56:57,217,mg/dL
1999,2024-12-13 13:51:57,216,mg/dL
2000,2024-12-13 13:46:57,217,mg/dL
2001,2024-12-13 13:41:57,212,mg/dL
2002,2024-12-13 13:36:57,203,mg/dL
2003,2024-12-13 13:31:57,191,mg/dL
2004,2024-12-13 13:26:57,176,mg/dL
2005,2024-12-13 13:21:57,160,mg/dL
2006,2024-12-13 13:16:57,139,mg/dL
2007,2024-12-13 13:11:57,125,mg/dL
2008,2024-12-13 13:06:57,117,mg/dL
2009,2024-12-13 13:01:57,116,mg/dL
2010,2024-12-13 12:56:57,114,mg/dL
2011,2024-12-13 12:51:57,110,mg/dL
2012,2024-12-13 12:46:57,114,mg/dL
2013,2024-12-13 12:41:57,122,mg/dL
2014,2024-12-13 12:36:58,127,mg/dL
2015,2024-12-13 12:31:58,129,mg/dL
2016,2024-12-13 12:26:58,128,mg/dL
2017,2024-12-13 12:21:58,126,mg/dL
2018,2024-12-13 12:17:00,130,mg/dL
2019,2024-12-13 12:12:01,133,mg/dL
2020,2024-12-13 12:06:57,131,mg/dL
2021,2024-12-13 12:01:57,129,mg/dL
2022,2024-12-13 11:57:01,133,mg/dL
2023,2024-12-13 11:51:57,145,mg/dL
2024,2024-12-13 11:46:57,148,mg/dL
2025,2024-12-13 11:41:57,144,mg/dL
2026,2024-12-13 11:36:58,142,mg/dL
2027,2024-12-13 11:31:58,141,mg/dL
2028,2024-12-13 11:26:58,140,mg/dL
2029,2024-12-13 11:21:58,140,mg/dL
2030,2024-12-13 11:16:58,141,mg/dL
2031,2024-12-13 11:11:57,141,mg/dL
2032,2024-12-13 11:06:58,141,mg/dL
2033,2024-12-13 11:01:58,142,mg/dL
2034,2024-12-13 10:56:58,141,mg/dL
2035,2024-12-13 10:51:58,141,mg/dL
2036,2024-12-13 10:46:58,143,mg/dL
2037,2024-12-13 10:41:58,143,mg/dL
2038,2024-12-13 10:36:58,141,mg/dL
2039,2024-12-13 10:31:58,139,mg/dL
2040,2024-12-13 10:26:58,137,mg/dL
2041,2024-12-13 10:21:58,129,mg/dL
2042,2024-12-13 10:16:58,116,mg/dL
2043,2024-12-13 10:11:58,115,mg/dL
2044,2024-12-13 10:06:58,105,mg/dL
2045,2024-12-13 10:01:58,103,mg/dL
2046,2024-12-13 09:56:58,102,mg/dL
2047,2024-12-13 09:51:58,104,mg/dL
2048,2024-12-13 09:46:58,106,mg/dL
2049,2024-12-13 09:41:58,103,mg/dL
2050,2024-12-13 09:36:58,98,mg/dL
2051,2024-12-13 09:31:58,89,mg/dL
2052,2024-12-13 09:26:58,86,mg/dL
2053,2024-12-13 09:21:58,83,mg/dL
2054,2024-12-13 09:16:58,81,mg/dL
2055,2024-12-13 09:12:02,80,mg/dL
2056,2024-12-13 09:07:04,81,mg/dL
2057,2024-12-13 09:02:03,83,mg/dL
2058,2024-12-13 08:57:02,86,mg/dL
2059,2024-12-13 08:52:02,89,mg/dL
2060,2024-12-13 08:46:59,91,mg/dL
2061,2024-12-13 08:41:58,92,mg/dL
2062,2024-12-13 08:36:58,98,mg/dL
2063,2024-12-13 08:31:58,101,mg/dL
2064,2024-12-13 08:26:58,103,mg/dL
2065,2024-12-13 08:21:58,101,mg/dL
2066,2024-12-13 08:16:58,98,mg/dL
2067,2024-12-13 08:11:58,96,mg/dL
2068,2024-12-13 08:06:58,98,mg/dL
2069,2024-12-13 08:01:58,102,mg/dL
2070,2024-12-13 07:56:58,109,mg/dL
2071,2024-12-13 07:51:59,113,mg/dL
2072,2024-12-13 07:46:59,123,mg/dL
2073,2024-12-13 07:41:58,126,mg/dL
2074,2024-12-13 07:36:58,124,mg/dL
2075,2024-12-13 07:31:58,113,mg/dL
2076,2024-12-13 07:26:58,92,mg/dL
2077,2024-12-13 07:21:58,76,mg/dL
2078,2024-12-13 07:16:58,73,mg/dL
2079,2024-12-13 07:11:58,71,mg/dL
2080,2024-12-13 07:06:58,68,mg/dL
2081,2024-12-13 07:01:58,67,mg/dL
2082,2024-12-13 06:56:58,70,mg/dL
2083,2024-12-13 06:51:58,80,mg/dL
2084,2024-12-13 06:46:58,90,mg/dL
2085,2024-12-13 06:41:58,86,mg/dL
2086,2024-12-13 06:36:58,82,mg/dL
2087,2024-12-13 06:31:58,81,mg/dL
2088,2024-12-13 06:26:58,80,mg/dL
2089,2024-12-13 06:21:58,81,mg/dL
2090,2024-12-13 06:16:58,82,mg/dL
2091,2024-12-13 06:12:00,86,mg/dL
2092,2024-12-13 06:06:59,87,mg/dL
2093,2024-12-13 06:01:59,76,mg/dL
2094,2024-12-13 05:56:59,68,mg/dL
2095,2024-12-13 05:51:59,71,mg/dL
2096,2024-12-13 05:46:59,74,mg/dL
2097,2024-12-13 05:41:59,75,mg/dL
2098,2024-12-13 05:36:59,77,mg/dL
2099,2024-12-13 05:31:59,81,mg/dL
2100,2024-12-13 05:26:59,84,mg/dL
2101,2024-12-13 05:21:59,86,mg/dL
2102,2024-12-13 05:16:59,87,mg/dL
2103,2024-12-13 05:11:59,89,mg/dL
2104,2024-12-13 05:06:59,94,mg/dL
2105,2024-12-13 05:01:59,99,mg/dL
2106,2024-12-13 04:56:59,106,mg/dL
2107,2024-12-13 04:51:59,109,mg/dL
2108,2024-12-13 04:46:59,109,mg/dL
2109,2024-12-13 04:41:59,111,mg/dL
2110,2024-12-13 04:36:59,114,mg/dL
2111,2024-12-13 04:31:59,120,mg/dL
2112,2024-12-13 04:26:59,126,mg/dL
2113,2024-12-13 04:21:59,131,mg/dL
2114,2024-12-13 04:16:59,134,mg/dL
2115,2024-12-13 04:11:59,133,mg/dL
2116,2024-12-13 04:06:59,133,mg/dL
2117,2024-12-13 04:01:59,136,mg/dL
2118,2024-12-13 03:56:59,140,mg/dL
2119,2024-12-13 03:51:59,139,mg/dL
2120,2024-12-13 03:47:01,130,mg/dL
2121,2024-12-13 03:41:59,124,mg/dL
2122,2024-12-13 03:36:59,119,mg/dL
2123,2024-12-13 03:31:59,116,mg/dL
2124,2024-12-13 03:26:59,115,mg/dL
2125,2024-12-13 03:21:59,108,mg/dL
2126,2024-12-13 03:16:59,93,mg/dL
2127,2024-12-13 03:11:59,92,mg/dL
2128,2024-12-13 03:06:59,91,mg/dL
2129,2024-12-13 03:01:59,100,mg/dL
2130,2024-12-13 02:56:59,111,mg/dL
2131,2024-12-13 02:51:59,121,mg/dL
2132,2024-12-13 02:46:59,139,mg/dL
2133,2024-12-13 02:41:59,207,mg/dL
2134,2024-12-13 02:36:59,247,mg/dL
2135,2024-12-13 02:32:02,276,mg/dL
2136,2024-12-13 02:27:02,290,mg/dL
2137,2024-12-13 02:21:59,278,mg/dL
2138,2024-12-13 02:17:00,268,mg/dL
2139,2024-12-13 02:11:59,244,mg/dL
2140,2024-12-13 02:07:00,210,mg/dL
2141,2024-12-13 02:02:01,174,mg/dL
2142,2024-12-13 01:56:59,139,mg/dL
2143,2024-12-13 01:51:59,111,mg/dL
2144,2024-12-13 01:46:59,92,mg/dL
2145,2024-12-13 01:41:59,82,mg/dL
2146,2024-12-13 01:36:59,76,mg/dL
2147,2024-12-13 01:32:03,75,mg/dL
2148,2024-12-13 01:26:59,76,mg/dL
2149,2024-12-13 01:21:59,72,mg/dL
2150,2024-12-13 01:16:59,66,mg/dL
2151,2024-12-13 01:12:00,61,mg/dL
2152,2024-12-13 01:07:00,59,mg/dL
2153,2024-12-13 01:02:00,60,mg/dL
2154,2024-12-13 00:57:02,66,mg/dL
2155,2024-12-13 00:52:01,75,mg/dL
2156,2024-12-13 00:47:04,81,mg/dL
2157,2024-12-13 00:42:02,84,mg/dL
2158,2024-12-13 00:37:01,85,mg/dL
2159,2024-12-13 00:32:01,86,mg/dL
2160,2024-12-13 00:27:01,89,mg/dL
2161,2024-12-13 00:22:00,93,mg/dL
2162,2024-12-13 00:17:01,99,mg/dL
2163,2024-12-13 00:12:02,105,mg/dL
2164,2024-12-13 00:07:04,105,mg/dL
2165,2024-12-13 00:02:04,103,mg/dL
2166,2024-12-12 23:57:04,105,mg/dL
2167,2024-12-12 23:52:04,107,mg/dL
2168,2024-12-12 23:47:07,111,mg/dL
2169,2024-12-12 23:42:07,114,mg/dL
2170,2024-12-12 23:37:04,118,mg/dL
2171,2024-12-12 23:32:02,123,mg/dL
2172,2024-12-12 23:27:01,137,mg/dL
2173,2024-12-12 23:22:00,154,mg/dL
2174,2024-12-12 23:17:01,170,mg/dL
2175,2024-12-12 23:12:00,187,mg/dL
2176,2024-12-12 23:07:01,205,mg/dL
2177,2024-12-12 23:02:00,215,mg/dL
2178,2024-12-12 22:57:01,222,mg/dL
2179,2024-12-12 22:52:02,228,mg/dL
2180,2024-12-12 22:47:06,230,mg/dL
2181,2024-12-12 22:42:07,228,mg/dL
2182,2024-12-12 22:37:03,221,mg/dL
2183,2024-12-12 22:32:01,216,mg/dL
2184,2024-12-12 22:27:02,212,mg/dL
2185,2024-12-12 22:22:01,213,mg/dL
2186,2024-12-12 22:17:10,219,mg/dL
2187,2024-12-12 22:12:02,228,mg/dL
2188,2024-12-12 22:07:01,240,mg/dL
2189,2024-12-12 22:02:02,246,mg/dL
2190,2024-12-12 21:57:05,246,mg/dL
2191,2024-12-12 21:52:05,248,mg/dL
2192,2024-12-12 21:47:05,254,mg/dL
2193,2024-12-12 21:42:05,266,mg/dL
2194,2024-12-12 21:37:06,274,mg/dL
2195,2024-12-12 21:32:00,282,mg/dL
2196,2024-12-12 21:27:03,299,mg/dL
2197,2024-12-12 21:22:06,316,mg/dL
2198,2024-12-12 21:17:08,336,mg/dL
2199,2024-12-12 21:12:03,348,mg/dL
2200,2024-12-12 21:07:03,353,mg/dL
2201,2024-12-12 21:02:04,345,mg/dL
2202,2024-12-12 20:57:04,345,mg/dL
2203,2024-12-12 20:52:02,349,mg/dL
2204,2024-12-12 20:47:02,356,mg/dL
2205,2024-12-12 20:42:03,358,mg/dL
2206,2024-12-12 20:37:03,357,mg/dL
2207,2024-12-12 20:32:09,363,mg/dL
2208,2024-12-12 20:27:01,361,mg/dL
2209,2024-12-12 20:22:06,354,mg/dL
2210,2024-12-12 20:17:06,350,mg/dL
2211,2024-12-12 20:12:01,342,mg/dL
2212,2024-12-12 20:07:02,336,mg/dL
2213,2024-12-12 20:02:11,334,mg/dL
2214,2024-12-12 19:57:02,327,mg/dL
2215,2024-12-12 19:52:03,325,mg/dL
2216,2024-12-12 19:47:08,326,mg/dL
2217,2024-12-12 19:42:00,323,mg/dL
2218,2024-12-12 19:37:01,312,mg/dL
2219,2024-12-12 19:32:01,305,mg/dL
2220,2024-12-12 19:27:02,305,mg/dL
2221,2024-12-12 19:22:04,301,mg/dL
2222,2024-12-12 19:17:01,288,mg/dL
2223,2024-12-12 19:12:01,279,mg/dL
2224,2024-12-12 19:07:04,276,mg/dL
2225,2024-12-12 19:02:04,277,mg/dL
2226,2024-12-12 18:57:01,267,mg/dL
2227,2024-12-12 18:52:01,254,mg/dL
2228,2024-12-12 18:47:01,246,mg/dL
2229,2024-12-12 18:42:01,238,mg/dL
2230,2024-12-12 18:37:01,231,mg/dL
2231,2024-12-12 18:32:01,219,mg/dL
2232,2024-12-12 18:27:01,211,mg/dL
2233,2024-12-12 18:22:01,203,mg/dL
2234,2024-12-12 18:17:01,201,mg/dL
2235,2024-12-12 18:12:01,196,mg/dL
2236,2024-12-12 18:07:01,190,mg/dL
2237,2024-12-12 18:02:01,189,mg/dL
2238,2024-12-12 17:57:01,183,mg/dL
2239,2024-12-12 17:52:01,174,mg/dL
2240,2024-12-12 17:47:01,160,mg/dL
2241,2024-12-12 17:42:02,152,mg/dL
2242,2024-12-12 17:37:01,139,mg/dL
2243,2024-12-12 17:32:01,133,mg/dL
2244,2024-12-12 17:27:07,128,mg/dL
2245,2024-12-12 17:22:01,118,mg/dL
2246,2024-12-12 17:17:01,109,mg/dL
2247,2024-12-12 17:12:01,99,mg/dL
2248,2024-12-12 17:07:03,88,mg/dL
2249,2024-12-12 17:02:01,79,mg/dL
2250,2024-12-12 16:57:07,70,mg/dL
2251,2024-12-12 16:52:01,65,mg/dL
2252,2024-12-12 16:47:01,66,mg/dL
2253,2024-12-12 16:42:01,65,mg/dL
2254,2024-12-12 16:37:01,60,mg/dL
2255,2024-12-12 16:32:01,47,mg/dL
2256,2024-12-12 16:27:01,44,mg/dL
2257,2024-12-12 16:22:01,50,mg/dL
2258,2024-12-12 16:17:01,54,mg/dL
2259,2024-12-12 16:12:01,56,mg/dL
2260,2024-12-12 16:07:01,49,mg/dL
2261,2024-12-12 16:02:01,41,mg/dL
2262,2024-12-12 15:57:01,42,mg/dL
2263,2024-12-12 15:52:01,44,mg/dL
2264,2024-12-12 15:47:01,46,mg/dL
2265,2024-12-12 15:42:01,48,mg/dL
2266,2024-12-12 15:37:01,49,mg/dL
2267,2024-12-12 15:32:01,51,mg/dL
2268,2024-12-12 15:27:01,54,mg/dL
2269,2024-12-12 15:22:01,58,mg/dL
2270,2024-12-12 15:17:01,60,mg/dL
2271,2024-12-12 15:12:01,56,mg/dL
2272,2024-12-12 15:07:02,56,mg/dL
2273,2024-12-12 15:02:02,59,mg/dL
2274,2024-12-12 14:57:01,60,mg/dL
2275,2024-12-12 14:52:01,75,mg/dL
2276,2024-12-12 14:47:01,72,mg/dL
2277,2024-12-12 14:42:02,74,mg/dL
2278,2024-12-12 14:37:01,78,mg/dL
2279,2024-12-12 14:32:01,87,mg/dL
2280,2024-12-12 14:27:01,95,mg/dL
2281,2024-12-12 14:22:01,102,mg/dL
2282,2024-12-12 14:17:01,104,mg/dL
2283,2024-12-12 14:12:01,116,mg/dL
2284,2024-12-12 14:07:01,126,mg/dL
2285,2024-12-12 14:02:02,124,mg/dL
2286,2024-12-12 13:57:01,122,mg/dL
2287,2024-12-12 13:52:03,122,mg/dL
2288,2024-12-12 13:47:02,119,mg/dL
2289,2024-12-12 13:42:02,116,mg/dL
2290,2024-12-12 13:37:01,114,mg/dL
2291,2024-12-12 13:32:01,110,mg/dL
2292,2024-12-12 13:27:02,105,mg/dL
2293,2024-12-12 13:22:03,98,mg/dL
2294,2024-12-12 13:17:02,91,mg/dL
2295,2024-12-12 13:12:02,85,mg/dL
2296,2024-12-12 13:07:02,76,mg/dL
2297,2024-12-12 13:02:02,68,mg/dL
2298,2024-12-12 12:57:02,64,mg/dL
2299,2024-12-12 12:52:02,60,mg/dL
2300,2024-12-12 12:47:02,59,mg/dL
2301,2024-12-12 12:42:02,65,mg/dL
2302,2024-12-12 12:37:02,68,mg/dL
2303,2024-12-12 12:32:02,72,mg/dL
2304,2024-12-12 12:27:02,73,mg/dL
2305,2024-12-12 12:22:02,80,mg/dL
2306,2024-12-12 12:17:02,88,mg/dL
2307,2024-12-12 12:12:02,97,mg/dL
2308,2024-12-12 12:07:02,102,mg/dL
2309,2024-12-12 12:02:02,106,mg/dL
2310,2024-12-12 11:57:02,110,mg/dL
2311,2024-12-12 11:52:02,114,mg/dL
2312,2024-12-12 11:47:02,121,mg/dL
2313,2024-12-12 11:42:02,134,mg/dL
2314,2024-12-12 11:37:02,152,mg/dL
2315,2024-12-12 11:32:02,170,mg/dL
2316,2024-12-12 11:27:02,180,mg/dL
2317,2024-12-12 11:22:02,188,mg/dL
2318,2024-12-12 11:17:02,189,mg/dL
2319,2024-12-12 11:12:02,192,mg/dL
2320,2024-12-12 11:07:02,200,mg/dL
2321,2024-12-12 11:02:02,201,mg/dL
2322,2024-12-12 10:57:02,188,mg/dL
2323,2024-12-12 10:52:02,172,mg/dL
2324,2024-12-12 10:47:02,158,mg/dL
2325,2024-12-12 10:42:02,147,mg/dL
2326,2024-12-12 10:37:02,135,mg/dL
2327,2024-12-12 10:32:02,135,mg/dL
2328,2024-12-12 10:27:02,142,mg/dL
2329,2024-12-12 10:22:02,143,mg/dL
2330,2024-12-12 10:17:02,140,mg/dL
2331,2024-12-12 10:12:03,142,mg/dL
2332,2024-12-12 10:07:02,146,mg/dL
2333,2024-12-12 10:02:02,145,mg/dL
2334,2024-12-12 09:57:02,149,mg/dL
2335,2024-12-12 09:52:02,144,mg/dL
2336,2024-12-12 09:47:02,142,mg/dL
2337,2024-12-12 09:42:02,146,mg/dL
2338,2024-12-12 09:37:02,141,mg/dL
2339,2024-12-12 09:32:02,131,mg/dL
2340,2024-12-12 09:27:02,127,mg/dL
2341,2024-12-12 09:22:02,131,mg/dL
2342,2024-12-12 09:17:02,128,mg/dL
2343,2024-12-12 09:12:02,125,mg/dL
2344,2024-12-12 09:07:02,116,mg/dL
2345,2024-12-12 09:02:02,107,mg/dL
2346,2024-12-12 08:57:02,89,mg/dL
2347,2024-12-12 08:52:02,104,mg/dL
2348,2024-12-12 08:47:02,116,mg/dL
2349,2024-12-12 08:42:02,116,mg/dL
2350,2024-12-12 08:37:02,94,mg/dL
2351,2024-12-12 08:32:02,85,mg/dL
2352,2024-12-12 08:27:02,86,mg/dL
2353,2024-12-12 08:22:02,84,mg/dL
2354,2024-12-12 08:17:02,96,mg/dL
2355,2024-12-12 08:12:02,109,mg/dL
2356,2024-12-12 08:07:02,126,mg/dL
2357,2024-12-12 08:02:03,124,mg/dL
2358,2024-12-12 07:57:03,122,mg/dL
2359,2024-12-12 07:52:03,118,mg/dL
2360,2024-12-12 07:47:03,115,mg/dL
2361,2024-12-12 07:42:03,111,mg/dL
2362,2024-12-12 07:37:03,105,mg/dL
2363,2024-12-12 07:32:03,99,mg/dL
2364,2024-12-12 07:27:03,90,mg/dL
2365,2024-12-12 07:22:03,84,mg/dL
2366,2024-12-12 07:17:03,91,mg/dL
2367,2024-12-12 07:12:03,90,mg/dL
2368,2024-12-12 07:07:03,85,mg/dL
2369,2024-12-12 07:02:03,80,mg/dL
